iter	MultiClass
1515	0.1699054005
1516	0.1699010471
1517	0.1698802739
1518	0.1698611307
1519	0.1698572345
1520	0.1698222083
1521	0.1698201409
1522	0.1697564894
1523	0.1697541834
1524	0.1697321976
1525	0.1697268304
1526	0.1697041488
1527	0.1696863176
1528	0.169660038
1529	0.1696401792
1530	0.1696097449
1531	0.1695924902
1532	0.1695698484
1533	0.1695601079
1534	0.1695474054
1535	0.1695210264
1536	0.1695042687
1537	0.1694933553
1538	0.1694738344
1539	0.1694637162
1540	0.169462424
1541	0.1694527233
1542	0.1694430821
1543	0.169411475
1544	0.1693928288
1545	0.1693768861
1546	0.1693571466
1547	0.1693540852
1548	0.1693156399
1549	0.1692868953
1550	0.1692808323
1551	0.1692744513
1552	0.1692601386
1553	0.1692555665
1554	0.169248927
1555	0.1692339783
1556	0.1692329247
1557	0.1691971431
1558	0.1691827708
1559	0.1691798287
1560	0.1691579622
1561	0.1691397732
1562	0.1691378847
1563	0.1691344457
1564	0.1691064168
1565	0.1691026597
1566	0.1690990617
1567	0.1690978491
1568	0.1690810715
1569	0.169044932
1570	0.169040181
1571	0.1690020736
1572	0.1689823539
1573	0.1689469898
1574	0.1689393762
1575	0.1689228968
1576	0.168904509
1577	0.1688771361
1578	0.1688750687
1579	0.1688572773
1580	0.1688560448
1581	0.1688395455
1582	0.1688172217
1583	0.1687862508
1584	0.1687676642
1585	0.1687381444
1586	0.168723295
1587	0.1687209095
1588	0.1687093799
1589	0.1686807745
1590	0.1686660046
1591	0.168630223
1592	0.1686077203
1593	0.1685701894
1594	0.1685620988
1595	0.1685481042
1596	0.1685301537
1597	0.1684935571
1598	0.1684843135
1599	0.1684568809
1600	0.1684323506
1601	0.1683996104
1602	0.1683869278
1603	0.1683619403
1604	0.1683575869
1605	0.1683371715
1606	0.1683121443
1607	0.1682969569
1608	0.1682869778
1609	0.1682631234
1610	0.1682531841
1611	0.1682460874
1612	0.1682261491
1613	0.1682034874
1614	0.1681645252
1615	0.1681323814
1616	0.1681084077
1617	0.1680933595
1618	0.168091471
1619	0.1680670203
1620	0.1680639987
1621	0.1680621699
1622	0.1680392696
1623	0.1680255136
1624	0.1680238239
1625	0.1680161507
1626	0.1679991346
1627	0.1679979816
1628	0.1679875453
1629	0.1679682829
1630	0.1679513065
1631	0.1679250666
1632	0.1679007749
1633	0.1678915114
1634	0.1678762843
1635	0.167854716
1636	0.1678283966
1637	0.1678095317
1638	0.1677800715
1639	0.1677509492
1640	0.1677495975
1641	0.1677401551
1642	0.167738366
1643	0.1677173145
1644	0.1676908162
1645	0.1676555117
1646	0.1676375016
1647	0.1676230101
1648	0.1676174242
1649	0.167604344
1650	0.167592218
1651	0.1675681052
1652	0.1675438532
1653	0.1675344704
1654	0.1675086679
1655	0.1674873381
1656	0.1674726875
1657	0.1674601639
1658	0.1674482168
1659	0.1674377408
1660	0.167434103
1661	0.167418697
1662	0.1674103281
1663	0.167387726
1664	0.1673727375
1665	0.1673690401
1666	0.1673476904
1667	0.1673304953
1668	0.1673284677
1669	0.1673250485
1670	0.1672924475
1671	0.1672908373
1672	0.1672688714
1673	0.1672676787
1674	0.1672563478
1675	0.1672322747
1676	0.1672200295
1677	0.1672188368
1678	0.1671949028
1679	0.1671702135
1680	0.1671560201
1681	0.1671450471
1682	0.167112625
1683	0.167107536
1684	0.1671010158
1685	0.167099346
1686	0.1670965034
1687	0.1670508619
1688	0.1670495499
1689	0.1670227932
1690	0.1670212824
1691	0.1670184795
1692	0.1670171079
1693	0.1669998135
1694	0.1669737525
1695	0.1669714863
1696	0.1669691009
1697	0.1669442327
1698	0.1669242546
1699	0.1668995056
1700	0.166897319
1701	0.16688241
1702	0.1668622729
1703	0.1668586351
1704	0.1668521347
1705	0.1668243841
1706	0.1667857201
1707	0.1667717454
1708	0.1667610705
1709	0.1667508628
1710	0.1667344033
1711	0.1667309046
1712	0.1667200608
1713	0.1666970115
1714	0.1666913659
1715	0.1666678693
1716	0.1666399199
1717	0.1666031742
1718	0.1665992779
1719	0.1665953519
1720	0.1665675913
1721	0.1665627111
1722	0.1665542428
1723	0.1665486072
1724	0.1665362327
1725	0.1665323762
1726	0.1665027868
1727	0.1664903627
1728	0.1664879275
1729	0.1664866652
1730	0.1664779385
1731	0.1664579008
1732	0.1664317901
1733	0.1664169805
1734	0.1663868345
1735	0.166370524
1736	0.1663623937
1737	0.166346451
1738	0.1663259859
1739	0.1663055705
1740	0.1662865167
1741	0.1662724923
1742	0.1662521266
1743	0.1662239387
1744	0.166219128
1745	0.1662111666
1746	0.1661951841
1747	0.1661799968
1748	0.1661551684
1749	0.1661429927
1750	0.1661123994
1751	0.1661106501
1752	0.1661087318
1753	0.1661040901
1754	0.1661003231
1755	0.1660984744
1756	0.1660637662
1757	0.1660557551
1758	0.166034147
1759	0.1660289288
1760	0.1660103025
1761	0.1659913581
1762	0.1659859412
1763	0.1659448817
1764	0.1659243471
1765	0.165922389
1766	0.1659090604
1767	0.1658882176
1768	0.1658744814
1769	0.1658409759
1770	0.1658382724
1771	0.1658271205
1772	0.1658209183
1773	0.1658085538
1774	0.1657989822
1775	0.1657851566
1776	0.1657812703
1777	0.1657685181
1778	0.1657664805
1779	0.1657445742
1780	0.1657380341
1781	0.1657307685
1782	0.1657066457
1783	0.1656874827
1784	0.1656736272
1785	0.1656594438
1786	0.1656380543
1787	0.1656277472
1788	0.165609429
1789	0.1656002848
1790	0.1655968458
1791	0.1655770665
1792	0.1655712719
1793	0.1655539278
1794	0.16554373
1795	0.1655168341
1796	0.165512431
1797	0.1655100456
1798	0.1654881293
1799	0.1654764605
1800	0.1654586791
1801	0.1654542461
1802	0.1654524471
1803	0.1654268831
1804	0.1654260681
1805	0.1654170034
1806	0.1654158504
1807	0.1654148665
1808	0.1654022733
1809	0.1653760931
1810	0.1653522685
1811	0.1653504695
1812	0.1653256112
1813	0.1653142605
1814	0.1652992918
1815	0.1652921057
1816	0.1652774352
1817	0.1652474184
1818	0.1652136346
1819	0.1652062894
1820	0.1651866393
1821	0.1651702195
1822	0.1651406997
1823	0.1651385826
1824	0.1651165769
1825	0.1650877727
1826	0.1650689774
1827	0.1650525278
1828	0.1650336431
1829	0.1649923849
1830	0.1649631632
1831	0.1649568816
1832	0.1649339217
1833	0.1649084273
1834	0.1648911428
1835	0.164866205
1836	0.1648429469
1837	0.1648208517
1838	0.1648076424
1839	0.1647794345
1840	0.1647771385
1841	0.1647650324
1842	0.164753145
1843	0.1647426788
1844	0.1647149481
1845	0.1647051877
1846	0.1646749323
1847	0.164672527
1848	0.1646413672
1849	0.1646333461
1850	0.1646261103
1851	0.1646234763
1852	0.164594374
1853	0.1645741375
1854	0.1645598944
1855	0.1645508396
1856	0.1645492394
1857	0.1645404033
1858	0.1645257329
1859	0.1645129708
1860	0.1645105654
1861	0.1644938574
1862	0.1644645463
1863	0.1644519333
1864	0.1644320944
1865	0.1644050494
1866	0.1643853397
1867	0.1643823778
1868	0.1643575294
1869	0.1643438231
1870	0.1643322437
1871	0.1642992551
1872	0.1642667833
1873	0.1642648451
1874	0.1642545976
1875	0.1642521724
1876	0.1642354644
1877	0.16423127
1878	0.1642302761
1879	0.1642148303
1880	0.1642079324
1881	0.1642057855
1882	0.1641952697
1883	0.1641781939
1884	0.1641771801
1885	0.1641751028
1886	0.1641618338
1887	0.1641464079
1888	0.1641358225
1889	0.1641270063
1890	0.1641163513
1891	0.1641052093
1892	0.1640965919
1893	0.1640443905
1894	0.1640424524
1895	0.1640229712
1896	0.1640116106
1897	0.1639952902
1898	0.1639820112
1899	0.1639692392
1900	0.1639587631
1901	0.1639416674
1902	0.1639349485
1903	0.1639061244
1904	0.1638941276
1905	0.1638725393
1906	0.1638691997
1907	0.1638544497
1908	0.1638191949
1909	0.1637928755
1910	0.1637823001
1911	0.1637750046
1912	0.1637646379
1913	0.1637430198
1914	0.1637358237
1915	0.1637220776
1916	0.1637200897
1917	0.1637075662
1918	0.1637042862
1919	0.1636901326
1920	0.1636606922
1921	0.1636471747
1922	0.1636450378
1923	0.1636312122
1924	0.1636295324
1925	0.1636126455
1926	0.1635831952
1927	0.1635633265
1928	0.1635550072
1929	0.1635403368
1930	0.163535546
1931	0.1635306161
1932	0.1635287078
1933	0.1635228137
1934	0.1635180627
1935	0.1635144547
1936	0.1635096342
1937	0.1634962658
1938	0.1634951028
1939	0.1634863761
1940	0.1634602953
1941	0.1634377032
1942	0.1634250802
1943	0.1634168405
1944	0.1633990192
1945	0.1633812775
1946	0.163375304
1947	0.163361041
1948	0.1633585363
1949	0.1633551967
1950	0.1633506047
1951	0.1633397907
1952	0.1633134515
1953	0.1632886727
1954	0.1632754534
1955	0.1632645102
1956	0.1632471561
1957	0.1632035025
1958	0.1631879772
1959	0.1631738435
1960	0.1631717761
1961	0.1631696988
1962	0.163148687
1963	0.1631358255
1964	0.1631032046
1965	0.1630847373
1966	0.163075613
1967	0.1630737047
1968	0.1630498801
1969	0.1630314525
1970	0.1630069521
1971	0.1629813384
1972	0.1629644912
1973	0.1629301806
1974	0.162896029
1975	0.1628804243
1976	0.1628793011
1977	0.162839504
1978	0.1628187208
1979	0.1628004523
1980	0.1627977588
1981	0.1627962579
1982	0.162778874
1983	0.1627510836
1984	0.1627228161
1985	0.1627038121
1986	0.1626801863
1987	0.1626656351
1988	0.1626591746
1989	0.1626532408
1990	0.1626374173
1991	0.1626196657
1992	0.1625930382
1993	0.1625824627
1994	0.1625594333
1995	0.1625545531
1996	0.1625350024
1997	0.1625224192
1998	0.1625185826
1999	0.1624810318
